ProductVariety,MarketingSpend,CustomerFootfall,StoreSize,EmployeeEfficiency,StoreAge,CompetitorDistance,PromotionsCount,EconomicIndicator,StoreLocation,StoreCategory,MonthlySalesRevenue
370,32,2365,312,82.9,29,3,6,99.6,Los Angeles,Clothing,244.91
241,8,1547,456,62.2,9,13,3,63.8,Los Angeles,Grocery,240.77
470,28,2101,245,92.3,5,10,5,102.4,Sacramento,Grocery,309.74
504,34,1951,217,52.8,28,5,6,102.8,Palo Alto,Grocery,275.28
614,21,1769,111,80,18,15,5,112.1,Los Angeles,Electronics,318.5
538,24,2826,178,63.7,27,8,5,106.9,San Francisco,Clothing,257.13
260,7,2271,198,80.7,27,11,4,82.8,Palo Alto,Electronics,193.78
706,36,2017,380,80.4,8,12,6,98.4,Palo Alto,Grocery,441.32
259,27,1931,340,84.4,21,12,5,100.8,Palo Alto,Electronics,275.01
402,20,2546,208,92.7,20,16,5,116.9,Sacramento,Clothing,248.2
456,47,1875,129,76.4,3,11,7,82.2,Los Angeles,Grocery,226.33
470,18,2277,399,90.5,23,15,5,116.6,Palo Alto,Grocery,286.51
649,19,1718,303,91.6,22,10,5,116.8,San Francisco,Electronics,380.99
543,33,1799,216,84,27,10,6,99.7,Palo Alto,Grocery,337.45
634,22,1647,369,54.6,14,15,5,105.1,Sacramento,Clothing,347.15
547,17,1970,397,63,22,14,5,108,Palo Alto,Clothing,355.51
678,27,1664,75,74.4,25,10,5,79.1,Los Angeles,Clothing,287.55
549,24,2027,362,71.1,29,14,6,78.5,Los Angeles,Electronics,299.35
698,20,2379,294,73.6,21,7,5,81.5,Sacramento,Electronics,348.48
688,46,2016,410,51.5,8,8,8,103.6,Palo Alto,Grocery,416.63
265,9,1631,447,51.1,23,13,4,91.6,Palo Alto,Electronics,230.97
366,41,1724,84,72.5,18,8,7,109.9,San Francisco,Electronics,171.63
515,43,2646,247,62,13,8,7,106.6,Palo Alto,Clothing,340.6
421,49,2083,121,79.1,18,5,8,99.2,Palo Alto,Grocery,232.91
598,22,2731,102,75.8,18,7,5,81.8,Palo Alto,Grocery,300.09
477,29,2163,235,81.3,19,10,5,115.2,Los Angeles,Electronics,267.65
668,39,2123,178,57.7,18,8,7,106.3,Los Angeles,Electronics,360.44
629,30,2357,140,89.2,3,8,5,118.2,Palo Alto,Grocery,284.81
325,7,1570,188,62.8,26,9,3,94.9,San Francisco,Electronics,265.72
373,49,2238,122,92.9,18,11,7,102.3,Palo Alto,Clothing,179.11
581,21,837,296,56.2,21,7,5,90.8,Sacramento,Grocery,296.69
467,37,1366,467,82,24,12,7,113.6,Palo Alto,Clothing,345.29
539,17,2134,130,77.3,10,13,4,84,Sacramento,Clothing,246.01
560,41,1749,438,66.7,1,10,7,108.2,Sacramento,Electronics,375.4
644,13,1896,63,86.7,16,9,4,88.2,San Francisco,Grocery,238.76
511,30,1504,78,77.6,12,8,6,94.9,Los Angeles,Grocery,238.22
943,21,1750,137,70,13,1,5,105,Sacramento,Grocery,381.99
204,28,1622,368,63.8,2,5,6,102.4,Los Angeles,Grocery,210.38
411,7,2252,223,70.7,22,11,3,127.2,Los Angeles,Grocery,303.67
438,40,2400,119,80.5,13,11,6,94,Los Angeles,Grocery,205.53
571,34,756,243,94.6,8,9,6,98.3,Los Angeles,Grocery,275.15
411,17,2079,69,72.5,4,8,4,106.3,San Francisco,Grocery,226.9
161,10,2889,484,86.6,20,8,4,75.4,Sacramento,Electronics,306.65
654,22,3077,138,90.6,29,12,4,110.2,Sacramento,Grocery,359.51
269,19,1699,329,81.6,16,10,4,108.2,Palo Alto,Grocery,231.89
232,37,2150,406,84.1,3,9,7,95.4,Los Angeles,Electronics,224.14
478,30,2423,272,64.9,1,11,6,102.5,San Francisco,Electronics,333.53
252,21,2337,136,63.1,28,12,5,103.4,Sacramento,Clothing,144.18
516,29,2239,271,51.1,30,5,6,99.4,Palo Alto,Electronics,310.87
497,29,1651,272,58,16,9,6,100.9,San Francisco,Grocery,335.64
791,29,2392,369,70.7,18,9,5,104,Los Angeles,Electronics,416.96
605,6,1637,320,83.4,24,11,3,74.5,Sacramento,Electronics,355
328,18,1644,70,93.2,20,19,5,111.8,San Francisco,Grocery,166.12
253,46,852,445,59.4,4,11,7,87.1,Sacramento,Clothing,298.28
374,45,1787,443,83.7,18,13,7,78.2,Sacramento,Clothing,281.46
353,9,1718,482,66,4,10,3,122,Sacramento,Electronics,313.72
771,22,2686,128,65.8,12,8,5,124.9,Los Angeles,Clothing,317.07
665,33,2646,426,81.4,25,8,6,109.2,San Francisco,Clothing,404.18
499,46,1499,82,67.9,5,14,7,103.6,Sacramento,Clothing,243.03
390,34,1104,331,89.4,9,5,6,111.3,Los Angeles,Electronics,293.1
601,15,2347,92,73,13,15,4,92.1,Palo Alto,Grocery,281.9
547,8,2860,312,93,24,9,3,98,Los Angeles,Clothing,284.74
719,21,3370,321,91.2,16,8,6,81.6,San Francisco,Clothing,413.81
649,40,1843,207,82.1,30,11,6,108.1,Sacramento,Clothing,344.56
390,24,1517,485,87.5,27,10,5,78.5,San Francisco,Electronics,369.88
289,45,2103,178,66.8,7,9,7,103.5,San Francisco,Electronics,239.06
485,20,3020,418,52,3,16,5,84.4,Los Angeles,Clothing,295.35
339,18,1717,61,82.1,4,15,4,77.3,Sacramento,Electronics,152.48
634,13,2293,284,84.6,16,10,3,95.3,San Francisco,Grocery,343.61
552,17,1808,351,68.3,25,12,5,90.5,Sacramento,Electronics,354.14
573,36,2039,492,65,3,10,6,104.5,Sacramento,Grocery,337.91
752,29,2680,102,85,6,8,6,74.3,Sacramento,Electronics,338.73
301,19,2507,62,89,19,8,5,81.3,Sacramento,Clothing,144.71
683,5,2245,52,77,26,13,3,94.7,Palo Alto,Electronics,247.77
470,39,2422,302,81,1,6,6,108,San Francisco,Electronics,302.95
409,26,1676,328,90.7,4,11,5,105.3,San Francisco,Electronics,312.94
674,12,2242,476,51.2,20,15,4,98.2,Los Angeles,Grocery,423.02
261,33,1763,267,63.9,17,11,6,85.8,Sacramento,Electronics,255.98
402,22,1603,420,79.5,4,4,5,92.6,Palo Alto,Grocery,291.92
276,17,1937,448,87.9,12,17,4,95.5,San Francisco,Grocery,321.08
446,21,1349,419,65.7,4,10,5,88.9,Palo Alto,Electronics,370.82
504,25,2787,133,82.8,30,10,5,92.9,Los Angeles,Grocery,272.02
621,21,1572,65,85.3,21,12,5,94.2,Sacramento,Grocery,311.35
614,47,2751,181,63.2,8,15,8,114.7,San Francisco,Clothing,280.79
735,10,2194,218,62.8,23,10,3,101.1,Palo Alto,Grocery,358.02
277,42,2278,306,84.2,18,14,7,133.5,San Francisco,Grocery,266.36
471,45,1769,469,73.7,13,14,7,120.3,San Francisco,Electronics,348.76
364,50,3103,343,90.8,18,11,8,108.8,San Francisco,Clothing,237.2
548,23,1805,325,87.5,18,12,5,94.4,San Francisco,Clothing,306.9
430,30,1168,458,93,19,5,6,79.5,Los Angeles,Grocery,342.69
587,46,1471,108,57.9,30,14,7,97.5,San Francisco,Electronics,234.36
560,38,1753,70,89.5,14,14,7,106.2,San Francisco,Electronics,262.33
788,15,2327,117,63,8,19,5,83.7,Los Angeles,Clothing,302.49
252,12,1633,52,93.1,30,8,4,93.5,Sacramento,Grocery,214.51
344,21,3070,347,81.1,11,8,4,124.6,Palo Alto,Electronics,266.37
405,44,2194,397,82.2,5,9,7,103.5,San Francisco,Clothing,324.96
483,24,1490,60,77.5,22,10,5,120.6,Los Angeles,Grocery,227.23
502,49,2531,368,67,12,8,7,99.2,Los Angeles,Electronics,356.3
571,20,2914,443,86.9,28,4,5,134,Sacramento,Electronics,397
525,22,2076,251,82.2,10,12,5,125,San Francisco,Clothing,261.63
230,13,2274,310,74.6,11,10,4,88.2,Palo Alto,Clothing,187.42
269,21,2158,90,68.4,30,10,4,84.4,San Francisco,Electronics,213.76
428,44,1336,396,75.3,20,7,7,101.9,San Francisco,Electronics,301.15
787,25,2143,414,64.8,20,10,5,114.7,San Francisco,Clothing,434.22
427,19,2480,87,78.9,14,8,4,124.1,San Francisco,Electronics,247.3
427,9,2886,242,77.1,2,12,4,89.8,Los Angeles,Electronics,224.37
555,39,2399,328,71,26,7,7,101.6,Palo Alto,Grocery,313.63
492,7,2438,433,75,5,11,4,89.6,Palo Alto,Clothing,361.62
307,12,2224,51,86.2,14,18,4,91.8,Sacramento,Clothing,227.19
284,29,944,129,88.7,1,13,6,127.1,San Francisco,Clothing,150.36
681,29,2378,324,89.8,21,11,5,89.6,Sacramento,Clothing,335.38
692,28,1735,65,63.3,9,9,5,94.7,Palo Alto,Grocery,274.15
459,36,1634,201,51.3,12,12,6,90.2,Sacramento,Clothing,292.08
439,37,2405,201,58.2,27,17,6,92,Sacramento,Grocery,289.66
469,29,2349,420,50.6,7,9,6,91.4,San Francisco,Clothing,349.78
541,14,2390,249,83.6,5,9,4,113.6,Los Angeles,Clothing,333.82
796,25,2397,451,93.4,1,11,5,102.2,Los Angeles,Electronics,440.24
692,8,2074,374,59.6,15,9,4,127.7,Palo Alto,Grocery,428.1
255,7,2596,373,84,29,10,4,115.3,Palo Alto,Clothing,243.97
169,16,2487,412,66.2,15,6,5,107.9,Los Angeles,Clothing,216.09
401,31,2670,228,52.8,4,9,7,91.6,Palo Alto,Electronics,211.06
346,42,2631,75,68.4,17,10,7,77.5,Sacramento,Grocery,152.07
454,48,2099,304,79.6,5,10,7,114.7,Sacramento,Electronics,277.61
508,43,1069,431,76.3,1,8,7,81.5,Los Angeles,Clothing,307.14
551,16,1536,314,84.7,13,11,5,101.5,Palo Alto,Electronics,288.25
502,9,1844,84,59.7,24,5,4,107.4,Los Angeles,Electronics,273.04
382,30,3198,422,78.1,8,10,5,98,San Francisco,Grocery,318.47
330,49,1836,307,69.1,21,13,7,73.8,Los Angeles,Grocery,268.21
568,24,1462,85,67.4,16,11,6,110.3,Sacramento,Clothing,291
509,45,2070,229,91.8,26,10,8,90.9,Sacramento,Clothing,319.24
695,20,2838,469,76.9,23,5,4,114.2,San Francisco,Grocery,372.66
533,18,1678,112,62,24,5,5,109.9,Palo Alto,Clothing,286.8
657,5,1414,457,89.2,14,15,4,126.5,Los Angeles,Electronics,369.53
568,9,2337,73,72.9,22,8,4,115.4,Palo Alto,Clothing,269.13
331,36,2006,93,90,23,11,6,92,Palo Alto,Electronics,218.05
855,21,1756,275,89.6,4,12,5,104.9,Palo Alto,Clothing,415.51
514,19,2455,113,68.9,9,8,4,111.8,Palo Alto,Grocery,211.5
435,5,2208,103,56.9,16,15,3,73.8,Sacramento,Clothing,176.3
666,39,2377,353,60.9,21,7,7,95.5,Los Angeles,Clothing,384.83
499,48,2011,294,54.8,19,15,7,73.1,Los Angeles,Grocery,286.76
706,49,1315,198,55.8,17,10,7,73.5,San Francisco,Electronics,289.78
573,18,1466,111,93.2,23,10,4,106.3,Palo Alto,Grocery,276.12
419,14,2144,142,84.1,2,10,4,118.9,San Francisco,Electronics,280.81
312,9,2517,170,92.5,10,10,4,127.7,Los Angeles,Electronics,168.9
379,29,2186,348,66,15,7,6,60,San Francisco,Electronics,248.61
447,33,1988,62,83,11,8,6,79.9,San Francisco,Electronics,252.76
554,29,2328,445,85.5,2,10,5,82.6,Palo Alto,Electronics,397.94
385,47,2662,232,88.1,28,4,7,100.6,Sacramento,Grocery,252.62
622,18,1577,147,63,4,7,5,92.3,Sacramento,Grocery,295.55
505,42,2240,357,64.1,7,17,7,106.4,Los Angeles,Electronics,337.6
667,45,1732,69,53.6,2,2,8,103.5,Los Angeles,Clothing,301.72
223,12,2043,273,91,29,9,4,99.8,Sacramento,Clothing,193.23
491,31,2632,254,87.7,29,10,5,82.9,Sacramento,Grocery,287.73
358,38,2122,387,93.2,1,12,6,116.1,Palo Alto,Electronics,251.65
539,48,2082,330,69.6,30,10,8,106.9,San Francisco,Grocery,341.31
515,39,2308,292,56.1,15,10,7,119.4,Sacramento,Grocery,258.84
659,16,1510,340,74.7,8,11,4,95.4,Los Angeles,Grocery,358.9
510,5,1288,396,84.5,8,8,4,99.3,Sacramento,Clothing,344.72
222,22,1879,118,92.8,11,14,5,86.9,Palo Alto,Clothing,189.39
597,38,1996,290,73.6,14,10,7,109.6,Sacramento,Clothing,300.03
437,26,2094,282,89.2,22,7,6,84.9,Palo Alto,Clothing,308.36
811,43,2265,261,58.3,21,8,7,104.9,Palo Alto,Electronics,366.7
524,22,1856,215,53.6,28,11,4,88.9,Los Angeles,Clothing,298.6
193,21,1733,173,56,12,11,5,105.2,Los Angeles,Grocery,124.29
496,12,1930,231,93.4,13,9,4,119.2,Sacramento,Grocery,313.83
315,12,2397,133,66.9,10,13,4,109.6,Los Angeles,Clothing,232.29
610,43,2475,318,94.1,22,5,8,89.1,Los Angeles,Clothing,329.38
472,24,1807,335,83.6,21,9,5,100.8,Sacramento,Grocery,312.9
609,18,2086,460,52.8,16,6,4,105,Los Angeles,Grocery,399.57
609,8,2260,163,50.9,4,11,3,122.4,San Francisco,Grocery,341.05
304,38,2030,249,89.8,28,17,7,88.7,San Francisco,Electronics,211.76
723,5,2058,354,93.8,7,10,3,121.9,Sacramento,Grocery,404.28
520,10,1885,423,60,16,13,3,129.9,Los Angeles,Grocery,361.72
325,20,1541,172,87.2,11,7,5,102.1,Sacramento,Electronics,214.38
510,13,1824,489,68,9,9,4,109.7,Palo Alto,Electronics,367.33
515,12,2603,230,86.5,28,6,4,116.1,Sacramento,Clothing,315.62
225,20,2458,366,74.5,30,9,5,110.3,Palo Alto,Electronics,289.78
529,12,2428,488,61.1,24,6,4,107.9,Palo Alto,Clothing,342.6
264,12,1801,134,73.8,26,6,4,111.6,Los Angeles,Electronics,221.05
651,35,2412,85,86.5,2,10,6,88.4,Sacramento,Electronics,283.92
199,16,2815,494,91.9,11,15,4,84.3,San Francisco,Clothing,239.35
742,44,2293,417,58.1,25,11,7,102.2,Sacramento,Electronics,447.84
502,6,2153,294,57.8,1,9,4,101.1,San Francisco,Grocery,279.98
487,15,2090,333,85,17,16,4,95.6,San Francisco,Grocery,285.02
582,30,2188,150,71.6,6,8,5,128.6,San Francisco,Clothing,238.98
540,40,2170,447,87.2,19,9,6,110.1,Los Angeles,Electronics,318.89
645,46,1759,226,53.4,7,9,8,100.8,Palo Alto,Clothing,297.18
789,42,2366,352,50.1,3,7,8,112.3,San Francisco,Grocery,453.57
295,15,2681,235,58.5,15,10,5,88.7,Sacramento,Clothing,273.55
761,8,1398,456,78.5,26,14,4,95.1,San Francisco,Clothing,432.82
405,21,1490,465,76.7,18,12,5,73,Los Angeles,Clothing,303.52
359,41,2042,350,67.6,2,6,7,105,Palo Alto,Clothing,241.39
525,24,1772,178,73,29,18,6,60,Los Angeles,Electronics,259.04
